index,timestamp,width,height,frame_id,filename,angle,torque,speed,lat,long,alt
2016-11-17 23:30:41.182877835,1479425441182877835,640,480,center_camera,center/1479425441182877835.jpg,-0.0169280299332,0.0625,15.9883228227,37.468711853,-122.427276611,0.0980767336029
2016-11-17 23:30:41.205633342,1479425441205633342,640,480,left_camera,left/1479425441205633342.jpg,-0.0157079640776,0.0625,15.9769130527,37.468711853,-122.427276611,0.119677687973
2016-11-17 23:30:41.209768182,1479425441209768182,640,480,right_camera,right/1479425441209768182.jpg,-0.0157079640776,0.0625,15.9751922255,37.468711853,-122.427276611,0.124165932635
2016-11-17 23:30:41.232704425,1479425441232704425,640,480,center_camera,center/1479425441232704425.jpg,-0.0157079640776,0.0625,15.9634888893,37.468711853,-122.427268982,0.146509239948
2016-11-17 23:30:41.255334293,1479425441255334293,640,480,left_camera,left/1479425441255334293.jpg,-0.0157079640776,0.00525484225878,15.9509340159,37.4687156677,-122.427268982,0.166549167253
2016-11-17 23:30:41.259838738,1479425441259838738,640,480,right_camera,right/1479425441259838738.jpg,-0.0157079640776,-0.00881005511579,15.9480420939,37.4687156677,-122.427268982,0.170809600097
2016-11-17 23:30:41.282730750,1479425441282730750,640,480,center_camera,center/1479425441282730750.jpg,-0.0157079640776,-0.0625,15.9305815986,37.4687156677,-122.427261353,0.193516293754
2016-11-17 23:30:41.305514640,1479425441305514640,640,480,left_camera,left/1479425441305514640.jpg,-0.0157079640776,-0.088855989018,15.9108099194,37.4687156677,-122.427261353,0.21580452027
2016-11-17 23:30:41.309797645,1479425441309797645,640,480,right_camera,right/1479425441309797645.jpg,-0.0157079640776,-0.102208370578,15.9078426329,37.4687156677,-122.427256839,0.220968295224
2016-11-17 23:30:41.332806714,1479425441332806714,640,480,center_camera,center/1479425441332806714.jpg,-0.0157079640776,-0.174014310561,15.8962425301,37.4687194824,-122.427253723,0.244881641534
2016-11-17 23:30:41.355477157,1479425441355477157,640,480,left_camera,left/1479425441355477157.jpg,-0.0157079640776,-0.1875,15.8868172199,37.4687194824,-122.427247861,0.266218343211
2016-11-17 23:30:41.359837102,1479425441359837102,640,480,right_camera,right/1479425441359837102.jpg,-0.0157079640776,-0.195797046392,15.8850050035,37.4687194824,-122.427246094,0.270255564715
2016-11-17 23:30:41.382790272,1479425441382790272,640,480,center_camera,center/1479425441382790272.jpg,-0.0157079640776,-0.232588845331,15.8731348839,37.4687232971,-122.427246094,0.29197062847
